,SNP Names,Position (cM),Mean LOD,Mean P Value,Variance LOD,Variance P Value,Joint LOD,Joint P Value,A Mean Est,A Mean Lower Bound,A Mean Upper Bound,A Standard Deviation Est,A Standard Deviation Lower Bound,A Standard Deviation Upper Bound,B Mean Est,B Mean Lower Bound,B Mean Upper Bound,B Standard Deviation Est,B Standard Deviation Lower Bound,B Standard Deviation Upper Bound
967,mmp69,2085.63,2.04781859,0.35918802,3.008798164,0.222150748,4.462126894,0.347061902,60.94006309,60.22450199,61.65562419,8.346206802,7.294727073,9.54924938,59.77087794,59.08240816,60.45934773,9.499210244,8.501706699,10.61375068
968,AY109870,2089.53,0.739112538,0.691040899,1.489864423,0.474766483,2.197511865,0.699484827,61.94857143,61.25635696,62.6407859,8.691893699,7.658789282,9.864354965,58.8540146,57.94041681,59.76761239,9.908768724,8.588352608,11.43219219
969,AY107193,2093.03,3.190959643,0.202811192,4.293654863,0.116854299,5.456638297,0.243567383,60.49342105,59.738377,61.24846511,11.81448614,10.4818729,13.31652121,59.62429907,58.98531988,60.26327825,13.20024225,12.06152141,14.44646903
970,gpm210,2093.05,3.304173843,0.191649533,4.199151713,0.122508378,5.496439048,0.240042667,60.39308176,59.66987193,61.1162916,8.340847827,7.28658798,9.54764324,60.96551724,60.30474029,61.62629419,9.052386936,8.094305475,10.12387159
971,IDP370,2093.39,1.033530402,0.596446816,1.367033007,0.504838601,2.589877419,0.628617338,59.89108911,59.13309838,60.64907983,9.637093924,8.45578445,10.98343741,59.83271375,59.19503226,60.47039525,10.65453593,9.658596318,11.75317118
972,gpm598,2093.46,3.01295454,0.221689556,1.939249246,0.379225364,3.759996376,0.439460024,60.44585987,59.69195932,61.19976043,11.14747154,9.87431148,12.58478851,61.33789954,60.6753033,62.00049578,11.54143116,10.41512632,12.78953601
973,rz382a,2094.13,7.90209596,0.019234534,5.3112243,0.070255818,8.867464923,0.06449896,61.49415205,60.78169424,62.20660985,8.962982839,7.893336024,10.17758032,58.06813187,57.36292413,58.77333961,10.03292626,8.986228817,11.20154086
974,bnlg1816,2096.93,8.280051212,0.015922444,5.50050836,0.063911614,9.260174469,0.054915354,62.125,61.37471396,62.87528604,10.09524268,8.904552507,11.44514839,58.19764012,57.43408346,58.96119677,10.52102053,9.313279654,11.88538055
975,umc2263,2097.83,4.77334263,0.091935198,3.14321456,0.207711064,5.904656389,0.206382637,62.52491694,61.73866979,63.3111641,11.53513018,10.1988427,13.04650265,58.83772819,58.19990091,59.47555548,11.94728338,10.8514497,13.15377982
976,umc1504,2098.23,1.288730187,0.524995759,2.44939867,0.293846036,4.003394251,0.405546683,61.98596491,61.1803675,62.79156233,9.995123322,8.739430701,11.43123547,59.43265306,58.77199978,60.09330635,10.65644998,9.619363192,11.8053476
977,mmp29,2098.53,1.356044003,0.507620072,1.011514627,0.603048705,2.558251827,0.634236151,62.17771084,61.42940795,62.92601373,11.04374235,9.801394312,12.4435607,58.81837161,58.16495435,59.47178887,11.53895194,10.44762376,12.74427706
978,rz244bd,2100.13,7.519117454,0.023294017,4.663527388,0.097124298,7.827210152,0.098116751,60.5,59.68302063,61.31697937,13.20187335,11.74874104,14.834735,59.36494845,58.7165306,60.01336631,12.98867001,11.82185038,14.27065503
979,IDP2431,2101.53,1.607421181,0.447664778,1.416080654,0.492608604,2.374277398,0.667280662,60.86349206,60.08522811,61.64175602,10.41638278,9.181391226,11.81749341,59.24904943,58.6189896,59.87910926,10.84454657,9.835520316,11.95708884
980,umc1900,2102.43,1.803733018,0.405811502,0.389539723,0.823024046,2.040876685,0.728240555,61.60614525,60.89652578,62.31576472,10.43826369,9.285794548,11.73376692,58.32873563,57.62555799,59.03191327,11.30501208,10.16664324,12.57084517
981,gpm462,2102.66,1.869196165,0.392743684,0.287140635,0.866259885,2.309026569,0.679126109,61.11068702,60.2563969,61.96497714,9.038751841,7.800393164,10.4737073,59.84100418,59.21110272,60.47090565,9.007922692,8.076965674,10.0461825
982,umc1223,2104.43,1.921033498,0.382695078,2.145453111,0.342074559,4.194317693,0.380346098,62.75431034,61.84507418,63.66354651,13.01164261,11.37502068,14.8837394,58.45258621,57.81583653,59.08933588,12.88951043,11.7207547,14.17481069
983,gpm236,2106.02,5.329278693,0.069624459,0.023832747,0.988154345,7.073920988,0.132033025,61.87692308,61.01552934,62.73831681,10.69516249,9.319946869,12.27329965,59.71287129,59.02363047,60.40211211,10.67018653,9.554762054,11.91582583
984,gpm509,2106.67,4.688800721,0.095904693,1.232271757,0.540027142,4.936520447,0.293873131,62.51694915,61.6665086,63.36738971,8.595390413,7.35796827,10.04091532,60.93697479,60.31326329,61.56068629,8.89363665,7.971594943,9.92232714
985,gpm267,2107.77,3.66669275,0.159877661,0.155338812,0.925270265,5.176961298,0.269617294,60.75778547,59.9496618,61.56590913,10.67728715,9.37468896,12.16087929,60.71805274,60.1014327,61.33467277,10.64431031,9.635087828,11.7592433
986,AY110403,2108.13,4.081021524,0.129962314,3.878366404,0.143821375,5.998631072,0.199250529,60.91272727,60.05699348,61.76846106,11.11020535,9.728547844,12.68808716,58.80497132,58.18560689,59.42433575,11.09145068,10.07319385,12.21263881
987,gpm766,2109.71,2.220969883,0.329399183,1.42084857,0.491435644,4.148381477,0.386296895,60.464,59.55899557,61.36900443,9.839565707,8.493315247,11.39920637,60.93965517,60.33374227,61.54556807,9.091366706,8.160672045,10.12820367
988,chr110a,2109.97,0.654644701,0.720851339,1.152474306,0.562009147,1.688096697,0.792878722,60.96393443,60.16167685,61.76619201,9.215498739,8.043180538,10.55868591,59.4646098,58.85814597,60.07107364,9.339866187,8.44066784,10.33485763
989,gpm848a,2110.11,0.954844339,0.620380568,0.352917466,0.83823337,1.120909948,0.890940578,60.2605364,59.38501785,61.13605494,11.24246304,9.818035755,12.87355009,60.59349593,59.97883543,61.20815644,10.87102171,9.849558768,11.99841696
990,gpm639,2110.33,0.776600247,0.678208766,0.224264932,0.893925835,1.048383285,0.902372888,60.8200692,60.00055216,61.63958625,9.965670832,8.709606339,11.40287991,60.7912844,60.15767323,61.42489557,9.52597763,8.536407174,10.63026259
991,AY110297,2114.73,1.083478073,0.581735713,0.163426824,0.921536022,1.198725628,0.87830839,61.94964029,61.11363227,62.78564831,7.117078035,6.059034754,8.359879389,57.96173469,57.289194,58.63427539,6.878470647,6.006595906,7.876900524
992,IDP2576a,2117.37,4.425085381,0.109422068,3.562113871,0.168460002,5.878587988,0.208400728,60.56953642,59.76422164,61.37485121,12.28291876,10.88287099,13.86307837,59.45269017,58.83440977,60.07097056,12.58266233,11.49294264,13.77570533
993,IDP3771,2117.53,2.339007233,0.310521041,2.546104466,0.279975765,3.994382676,0.406766606,61.05696203,60.27518081,61.83874324,8.867343644,7.742805706,10.15520553,59.12952381,58.50157726,59.75747035,9.126393724,8.214986174,10.13891693
994,IDP2435,2117.76,2.191605593,0.334271148,2.457181398,0.292704796,3.805242833,0.433004503,61.05696203,60.27518081,61.83874324,8.867343644,7.742805706,10.15520553,59.12952381,58.50157726,59.75747035,9.126393724,8.214986174,10.13891693
995,umc1968,2120.43,1.226635523,0.541551148,0.569280782,0.752284734,1.578550983,0.812641922,60.79713604,60.14591121,61.44836087,10.39514408,9.330634533,11.58110095,59.76267281,59.06764518,60.45770044,11.20227446,10.07406671,12.45683165
996,AY111333,2122.57,1.20393888,0.547731848,0.406891,0.81591467,1.505999111,0.825578271,61,60.21481977,61.78518023,1.806633251,1.09554658,2.97926511,59.27586207,58.63145266,59.92027148,1.815424331,1.214801065,2.713008407
997,AY110151,2124.63,0.658471106,0.719473523,0.419781182,0.810672936,1.086184323,0.896457977,61.02786378,60.23594544,61.81978211,7.603439956,6.573151228,8.795218178,58.93762575,58.30862402,59.56662749,7.517602476,6.684984569,8.453923327
998,umc1920,2128.43,1.321090248,0.516569663,1.772937891,0.412108364,2.956679205,0.565101012,60.46081505,59.64375971,61.27787038,12.07381445,10.70377053,13.61921905,59.77952756,59.15448143,60.40457369,11.68468644,10.62102962,12.85486456
999,php20511,2130.33,1.130834579,0.568123026,2.214591131,0.330451438,3.188014988,0.526868905,60.69083969,59.81307081,61.56860858,12.03568406,10.55013025,13.73041729,59.29254302,58.66507546,59.92001058,12.14827066,11.06675081,13.33548416
1000,umc2264,2131.13,1.029467709,0.597659638,0.27210854,0.872795264,1.293609572,0.862458826,60.50470219,59.69230288,61.31710151,12.74341062,11.32916392,14.33420114,59.21382289,58.55403014,59.87361565,12.4817066,11.32057456,13.76193397
1001,umc1449,2139.43,4.408469142,0.110334947,1.071851837,0.585127259,5.207733625,0.266639044,61.93556086,61.28135811,62.58976361,5.848436795,5.066770299,6.750693425,58.00228833,57.30605949,58.69851717,6.18977056,5.37851895,7.123384698
1002,gpm515b,2143.48,2.718812919,0.256813161,1.291939991,0.524153869,3.573430575,0.46680125,61.74881517,60.73877308,62.75885725,11.92340676,10.27158167,13.84087023,60.54794521,59.89750219,61.19838822,11.12656605,10.03254176,12.33989102
1003,hac101a,2146.63,1.348197125,0.5096156,1.773851419,0.41192017,3.045335715,0.550267452,61.47126437,60.60567284,62.3368559,12.22572845,10.73129624,13.92827416,59.61996161,58.9960313,60.24389193,12.43931776,11.34279176,13.64184671
1004,umc1527,2149.33,1.24894543,0.535543738,1.160381256,0.559791644,2.291951731,0.682234753,60.93197279,60.12205676,61.74188882,9.598284576,8.380873238,10.99253791,59.27404719,58.6648623,59.88323207,9.842947654,8.914515872,10.86807404
1005,umc1773,2150.43,1.950976793,0.377008179,0.803643173,0.669100111,2.234201052,0.692772892,60.81443299,59.99619448,61.6326715,11.00167224,9.671920964,12.51424537,59.34671533,58.74039438,59.95303627,11.17048536,10.1695918,12.26988709
1006,psr628,2150.63,3.850856714,0.145813283,0.767175302,0.681412349,3.925468504,0.416186552,59.82018927,59.01191919,60.62845936,11.83217492,10.48185933,13.35644363,59.4372549,58.81573119,60.05877861,11.56146166,10.50805657,12.72046783
1007,jpsb527a,2153.93,6.385031991,0.041068413,4.051348828,0.131904855,6.460498254,0.167296391,60.26449275,59.41364503,61.11534048,11.69298863,10.27152201,13.31117073,59.69148936,59.09105252,60.2919262,11.78841559,10.7665758,12.90723668
1008,gpm835e,2156.26,1.22803047,0.541173562,0.99049492,0.609420082,2.055189058,0.725608693,61.34181818,60.52501916,62.1586172,11.48890268,10.1018078,13.0664617,59.47294118,58.8119808,60.13390155,11.55326387,10.41730266,12.81309668
1009,IDP1693,2158.96,2.712314384,0.257648973,3.316875641,0.190436243,4.765502458,0.312215421,61.11075949,60.32985101,61.89166797,9.271062835,8.1177628,10.58821355,59.09714286,58.46899693,59.72528878,9.559239489,8.623102099,10.59700541
1010,umc2002,2160.63,0.670964814,0.714993086,0.89952453,0.637779756,1.356816036,0.851664778,60.08695652,59.23212448,60.94178857,11.80507313,10.37286878,13.43502502,59.64503043,58.99760023,60.29246062,11.93944973,10.83819034,13.15260715
1011,IDP685,2161.53,0.120908158,0.941336995,2.042254331,0.360188719,2.172442497,0.704077507,60.16408669,59.36451593,60.96365744,11.3114282,10.01021371,12.78178584,59.66023166,59.03856566,60.28189766,11.15278808,10.12682545,12.28269241
1012,IDP288,2162.9,1.413897639,0.493146584,2.095423959,0.350739331,2.634834674,0.62066488,59.6746988,58.89148714,60.45791045,8.700081355,7.602817514,9.955705953,59.97053045,59.34056776,60.60049314,8.671187114,7.77665948,9.668609789
1013,gpm150a,2163.32,1.424800983,0.490465425,1.115841592,0.572397959,1.816517782,0.769458976,59.375,58.56262481,60.18737519,7.315567155,6.279526001,8.522541796,62.01526718,61.37887336,62.65166099,6.706360205,5.86349835,7.670381147
1014,gpm332,2165.42,4.523672693,0.104159037,1.505397302,0.471093519,4.575789606,0.333655145,58.77099237,57.87502847,59.66695627,9.431757899,8.140967859,10.92720898,61.04525862,60.42111721,61.66940003,8.850584028,7.92396831,9.885556652
1015,gpm542a,2166.02,4.438179187,0.108708032,1.602086917,0.448860352,4.551309683,0.33650676,59.38194444,58.57032704,60.19356185,10.23307327,8.96012505,11.68686687,60.87741935,60.24460563,61.51023308,10.14886123,9.141431702,11.26731431
1016,umc102a,2167.93,0.73552643,0.692281084,2.149319802,0.34141385,2.591118826,0.628397189,59.41897233,58.50432188,60.33362278,12.08764279,10.56089308,13.83510911,59.80071174,59.20036042,60.40106307,11.84284666,10.81709814,12.9658634
1017,umc1174,2169.23,0.158061584,0.924011472,1.65487398,0.437168318,1.816569116,0.769449576,59.41897233,58.50428481,60.33365985,9.505580082,8.186153842,11.03766854,60.9608209,60.35848224,61.56315956,9.172505935,8.277523256,10.16425596
1018,umc1600,2171.03,0.000102362,0.99994882,1.647057502,0.43888022,1.647159223,0.800292316,60.15873016,59.24166702,61.0757933,11.95793102,10.43829216,13.6988036,59.77189781,59.15960164,60.38419398,11.78694166,10.74913958,12.9249409
1019,IDP869,2171.1,0.070790729,0.965223726,1.830735336,0.400369396,1.918680022,0.75071265,60.37755102,59.55409523,61.20100681,12.34184859,10.91527883,13.95486355,59.57221207,58.96117771,60.18324642,12.48421459,11.40912178,13.66061447
1020,mmp80,2173.73,3.985943337,0.136289815,0.400536609,0.818511113,4.65844596,0.324171027,60.94029851,60.03316498,61.84743203,10.92852199,9.521989922,12.54281865,60.40925926,59.83566319,60.98285532,9.929819044,9.011342587,10.94191074
1021,IDP138,2175.2,0.721590487,0.697121724,1.976505794,0.372226441,2.679930011,0.612731143,60.79545455,59.95949428,61.63141481,12.05102288,10.65721117,13.62712534,59.30956848,58.7053285,59.91380846,11.50085583,10.47494933,12.62723864
1022,umc1693a,2175.83,0.642924285,0.72508808,1.879960467,0.390635557,2.549137147,0.635859166,61.18006431,60.3480046,62.01212402,11.85997675,10.48610549,13.41385023,59.29263914,58.71048191,59.87479637,11.16271245,10.18159443,12.23837288
1023,bnlg1601,2176.13,0.509135572,0.7752515,1.177885782,0.554913579,1.84096497,0.764979658,61.72155689,60.94985141,62.49326236,8.956059365,7.848221618,10.22027706,58.97880539,58.36557301,59.59203778,8.885986526,7.992859794,9.87891175
1024,gpm829,2176.75,0.801656823,0.669764975,0.249787873,0.882590508,0.985515428,0.911984313,59.11764706,58.29079259,59.94450152,10.78287215,9.461793259,12.28840332,61.80044346,61.18642771,62.41445921,10.07813889,9.077018683,11.18967438
1025,IDP1698,2177.2,2.331532685,0.311683714,1.556214344,0.459274517,3.04553731,0.550233974,60.79545455,59.95949428,61.63141481,12.05102288,10.65721117,13.62712534,59.30956848,58.7053285,59.91380846,11.50085583,10.47494933,12.62723864
1026,IDP1433,2177.79,2.627245346,0.268844355,1.283451826,0.526383148,3.143866624,0.534044861,61.26397516,60.4534784,62.07447191,8.977573529,7.836831766,10.28436349,58.97880539,58.36556273,59.59204806,8.68633099,7.804576089,9.66770587
1027,gpm158,2177.9,1.822906336,0.401939714,0.479143534,0.786964793,1.938638878,0.747043832,60.86415094,59.98588526,61.74241663,10.28744794,8.942300597,11.83493934,60.78110599,60.15254601,61.40966597,9.524751329,8.536864583,10.62695642
1028,rz296b,2179.53,1.730726526,0.420898628,1.58241381,0.453297378,3.034961739,0.551991781,61.18006431,60.3479714,62.01215722,8.972187301,7.809598027,10.30784743,59.02272727,58.42434527,59.62110927,8.507593167,7.648061483,9.463723802
1029,gpm297,2181.77,6.687359434,0.035306799,1.301248567,0.521719974,8.856056443,0.064799831,60.44329897,59.58741686,61.29918108,8.558985945,7.393866528,9.907703922,61.02961276,60.40978206,61.64944345,7.792496136,6.917284202,8.778444582
1030,gpm140,2181.89,6.030905473,0.049023636,1.185364094,0.552842545,8.231239716,0.083465552,60.75100402,59.83448144,61.6675266,12.40192706,10.84214539,14.18610332,60.54901961,59.93274416,61.16529505,11.38109203,10.30835785,12.56545975
1031,gpm28b,2182.01,6.248934069,0.043960357,1.170071298,0.557086002,8.391483804,0.078245616,62.00393701,61.07287712,62.93499689,9.432755145,8.112755676,10.96752733,60.34530938,59.75963379,60.93098497,8.50820196,7.642247544,9.472278956
1032,gpm215,2182.71,6.265419395,0.043599496,1.145155101,0.564069645,8.248781461,0.082878542,61.27645051,60.42934472,62.1235563,12.23597356,10.80144785,13.8610167,60.43695652,59.81853993,61.05537311,11.25555164,10.1893077,12.43337098
1033,gpm859,2182.72,6.284545383,0.043184541,1.143340863,0.564581556,8.25578429,0.082645289,61.27645051,60.42934472,62.1235563,12.10078422,10.67617388,13.71549212,60.41304348,59.78618568,61.03990127,11.27703787,10.20423223,12.46263122
1034,chr109b,2182.84,1.684640892,0.430709924,2.934409449,0.230569089,4.654589897,0.324608544,61.77096774,60.93580417,62.60613131,9.935001878,8.698342031,11.34748001,58.97003745,58.36960225,59.57047266,9.454112747,8.543462706,10.46182923
1035,umc1102,2182.85,1.689004318,0.429771263,2.996986077,0.223466662,4.741903213,0.314819278,61.94576271,61.08467366,62.80685176,9.609236852,8.36579802,11.0374925,58.97003745,58.36958935,59.57048556,9.107546221,8.216198145,10.09559369
1036,gpm628,2182.99,4.049281851,0.132041247,0.418731638,0.811098466,4.563403492,0.335095527,61.27645051,60.42936675,62.12353427,11.9813526,10.56551571,13.58691938,60.48842105,59.87662343,61.10021868,11.08360517,10.04122486,12.23419505
1037,gpm271,2183,4.476696754,0.106634479,0.643155691,0.725004189,5.148576625,0.272389506,61.27645051,60.42934921,62.12355181,9.227561033,8.01776452,10.61990314,60.94816415,60.34831977,61.54800853,8.37660022,7.490575516,9.367428592
1038,bnlg1035,2183.46,2.240055836,0.326270686,0.213788648,0.89862063,2.513026462,0.642304732,62.58558559,61.69064228,63.48052889,11.63761588,10.10105895,13.4079114,59.36158192,58.77429241,59.94887143,11.80203583,10.7694491,12.93362811
1039,AY110352,2185.46,1.743602832,0.418197523,1.402671067,0.49592254,3.139459377,0.534764415,61.86970684,61.03811111,62.70130257,12.72827494,11.28718348,14.35335777,58.48467433,57.88137006,59.0879786,12.07441419,11.01150375,13.23992448
1040,gpm110,2185.47,1.752391323,0.416363892,1.424698953,0.490490447,3.187720718,0.526916542,62.01413428,61.15522984,62.87303872,8.191783202,7.044451685,9.525980875,60.3,59.67752673,60.92247327,7.697028512,6.837906128,8.66409202
1041,mmc0022,2188.27,1.571811079,0.455706854,2.928488302,0.231252718,4.789520431,0.309583608,61.79941003,61.0179068,62.58091326,11.2392207,9.971654794,12.66791566,58.38367347,57.75381237,59.01353457,10.92222147,9.887463583,12.06527041
1042,php20508,2188.47,7.998007195,0.018333898,4.885045071,0.086941262,8.273647826,0.082053079,61.12765957,60.25350824,62.00181091,12.0289467,10.57764315,13.67937607,58.54932302,57.94205076,59.15659527,11.36590697,10.33628539,12.49809155
1043,umc1167,2189.27,5.334409284,0.069446081,3.316531949,0.190468972,6.407499692,0.17071276,60.87457627,60.01280968,61.73634287,11.7638601,10.35839892,13.36001882,58.49492901,57.86366033,59.12619769,11.1916365,10.14260372,12.34916902
1044,gpm24,2194.59,2.042579381,0.360130184,1.339366245,0.511870753,3.726351503,0.444304856,60.80769231,60.03042534,61.58495927,11.02506986,9.773652176,12.43671897,60.36626506,59.71168406,61.02084606,10.35753744,9.290414285,11.54723337
1045,gpm847,2194.6,2.056586293,0.35761684,1.337116006,0.512446992,3.746664957,0.441375196,61.3313783,60.54675538,62.11600122,10.81651562,9.578604362,12.21441096,60.78177458,60.15958097,61.40396819,9.621771823,8.620288801,10.73960457
